,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9473684210526315,0.9651162790697675,0.9649122807017544,0.965034965034965,0.9766081871345029,0.955,0.9429824561403509,0.9416342412451362,0.9508771929824561
