,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.8947368421052632,0.9186046511627907,0.9122807017543859,0.916083916083916,0.9064327485380117,0.91,0.9122807017543859,0.9221789883268483,0.9333333333333333
