,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9649122807017544,0.9767441860465116,0.9736842105263158,0.958041958041958,0.9649122807017544,0.965,0.9605263157894737,0.953307392996109,0.9578947368421052
