,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9824561403508771,0.9883720930232558,0.9649122807017544,0.958041958041958,0.9649122807017544,0.97,0.9692982456140351,0.9727626459143969,0.968421052631579
