,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9824561403508771,0.9767441860465116,0.9649122807017544,0.965034965034965,0.9532163742690059,0.95,0.9429824561403509,0.9416342412451362,0.9508771929824561
