,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9790209531784058,0.9649122953414917,0.9750000238418579,0.9736841917037964,0.9727626442909241,0.9684210419654846
