,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9720279574394226,0.9649122953414917,0.9750000238418579,0.9780701994895935,0.9688715934753418,0.9754385948181152
