,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9720279574394226,0.9707602262496948,0.9750000238418579,0.9868420958518982,0.9766536951065063,0.9719298481941223
