,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9473684430122375,0.9651162624359131,0.9385964870452881,0.9440559148788452,0.9298245906829834,0.925000011920929,0.9298245906829834,0.9027237296104431,0.9017543792724609
