,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9649122953414917,0.9720279574394226,0.9766082167625427,0.9700000286102295,0.9736841917037964,0.9649805426597595,0.9684210419654846
