,I-1,Median,I-1,I-1,I-1,I-1,I-1,I-1,I-1,I-1
0,0.9649122953414917,0.9741006195545197,1.0,0.9649122953414917,0.9650349617004395,0.9766082167625427,0.9800000190734863,0.9780701994895935,0.9727626442909241,0.9754385948181152
