,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9650349617004395,0.9766082167625427,0.9800000190734863,0.9780701994895935,0.9766536951065063,0.9754385948181152
