,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,0.9473684430122375,0.9534883499145508,0.9473684430122375,0.9440559148788452,0.9298245906829834,0.925000011920929,0.9254385828971863,0.929961085319519,0.9403508901596069
