,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9649122953414917,0.9720279574394226,0.9707602262496948,0.9649999737739563,0.9561403393745422,0.9494163393974304,0.9543859362602234
