,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9720279574394226,0.9649122953414917,0.9800000190734863,0.969298243522644,0.9688715934753418,0.9719298481941223
