,10%,15%,20%,25%,30%,35%,40%,45%,50%
0,1.0,1.0,0.9736841917037964,0.9720279574394226,0.9766082167625427,0.9800000190734863,0.9824561476707458,0.9727626442909241,0.9649122953414917
